alpha,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,n_nonzero_coefs,intercept
0.2559547922699533,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
0.33932217718953295,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
0.4498432668969444,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
0.5963623316594636,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
0.7906043210907702,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
1.0481131341546852,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
1.389495494373136,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
1.8420699693267164,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
2.44205309454865,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
3.2374575428176398,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
4.291934260128778,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
5.689866029018293,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
7.543120063354607,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
10.0,0.0,-0.0007977428617127469,0.06307402315133567,0.054873694839670445,0.043213326410765404,0.0410587357801693,0,0.0022483017779884296
